run_id,model,source_type,instruction,response,text
a33699c8-gpt-5-mini-Wiki-19,gpt-5-mini,Wiki,"An bhfuil sé fíor go ndearna Theodor ""The"" Svedberg, ceimiceach fisiceach a rugadh i bhFleräng na Sualainne (30 Lúnasa 1884 – 25 Feabhra 1971), an t-ultralártheifneoir in 1924, agus gur bhuaigh sé Duais Nobel na Ceimice i 1926 as a chuid oibre ar phróitéiní i dtuaslagáin agus córais easraithe?","Sea, tá sé fíor. Rugadh Theodor ""The"" Svedberg i bhFleräng na Sualainne (30 Lúnasa 1884 – 25 Feabhra 1971). Shaothraigh sé an t-ultralártheifneoir i 1924, trealamh a ligeann do thuaslagáin casadh chomh tapa sin go bhfeidhmíonn fórsaí na mílte oiread den fhórsa domhantarraingthe ar ábhair sa tuaslagán, agus léirigh sé go bhféadfadh tuaslagáin próitéiní a chasadh chun próitéiní éagsúla a scaradh. Bhuaigh sé Duais Nobel na Ceimice i 1926 as an bhforbairt sin agus as a shaothar ar phróitéiní i dtuaslagáin agus ar chórais easraithe eile.","Theodor Svedberg

Ceimicí fisiceach a rugadh i bhFleräng na Sualainne ab ea Theodor ""The"" Svedberg (30 Lúnasa 1884 – 25 Feabhra 1971). Shaothraigh sé an t-ultralártheifneoir i 1924, lenar féidir tuaslagáin a chasadh chomh tapa sin go bhfeidhmíonn fórsaí na mílte oiread níos mó ná an fórsa domhantarraingthe ar a bhfuil sa tuaslagán. Thaispeáin sé gur féidir tuaslagáin próitéiní a chasadh chun na próitéiní éagsúla a scaradh óna chéile. Bhuaigh sé Duais Nobel na Ceimice i 1926 as an bhforbairt seo agus a shaothar ar phróitéiní i dtuaslagáin is córais easraithe eile."
836cffe3-gpt-5-mini-Wiki-20,gpt-5-mini,Wiki,"Mínigh, ag tagairt don téacs 'Comhdhúil lipéadaithe', cad é comhdhúil lipéadaithe, an féidir an iseatóp le fáil i gcomhdhúil lipéadaithe a bheith radaighníomhach nó cobhsaí, agus tabhair samplaí coitianta d'iseatóp a úsáidtear.","Comhdhúil lipéadaithe is ea comhdhúil ina bhfuil céatadán níos mó ná is gnách d'iseatóp ar leith dúile. Is féidir gur iseatóp radaighníomhach é an iseatóp sin, nó iseatóp cobhsaí a féidir a bhrath le speictreascópacht. Samplaí coitianta de iseatóip a úsáidtear ná deoitéiriam (hidrigin-2) agus carbón-13.","Comhdhúil lipéadaithe

Comhdhúil ina bhfuil céatadán níos mó ná is gnách d'iseatóp ar leith dúile. Is féidir gur iseatóp radaighníomhach é seo, nó iseatóp cobhsaí is féidir a bhrath le speictreascópacht. Iseatóip a úsáidtear go coiteann is ea deoitéiriam (hidrigin-2) agus carbón-13."
822e7900-gpt-5-mini-Oireachtas-1,gpt-5-mini,Oireachtas,"An bhfuil sé fíor ó na frásaí sa téacs go bhfuil an t-údar: (a) gan spéis sa téacs Sacs-Bhéarla, agus (b) tiomanta chun cloí leis an méid atá sa téacs a bhaineann leis an nGaeilge nó le moltaí don Ghaeilge? Mínigh agus déan achoimre ghairid ar na fíricí atá le sonrú i gCuid a hAon den Sceideal san Ghaeilge.","Sea, tá sé fíor. Sa téacs deir an t-údar go soiléir nach bhfuil spéis aige/aici sa téacs Sacs-Bhéarla: ""ní chuirim aon spéis san téacs Sacs-Bhéarla"". Luaitear freisin go gcloíonn an t-údar leis an méid a deir an téacs faoi nGaeilge nó leis na moltaí a bhaineann leis an nGaeilge: ""cloífidh mé leis an rud atá le rá ag an téacs a bhaineann leis an nGaeilge nó leis na moltaí a bhaineann leis an nGaeilge"". Tugtar le fios go bhfuil an ráiteas seo i gCuid a hAon den Sceideal san Ghaeilge. Achoimre: 1) neamhspéis sa téacs Sacs-Bhéarla; 2) gealltanas chun leanúint na treorach i nGaeilge; 3) curtha i láthair mar chuid de Chuid a hAon den Sceideal san Ghaeilge.","Anois, ní chuirim aon spéis san téacs Sacs-Bhéarla; cloífidh mé leis an rud atá le rá ag an téacs a bhaineann leis an nGaeilge nó leis na moltaí a bhaineann leis an nGaeilge.  I gcuid a hAon den Sceideal san Ghaeilge tá sé seo:"
12a001e9-gpt-5-mini-Oireachtas-2,gpt-5-mini,Oireachtas,"An bhfuil sé fíor go bhfuil gealltanais sa Chlár Rialtais 2020–2025 Ár dTodhchaí Le Chéile maidir leis an nGaeilge sa chóras oideachais, go bhfuil na gealltanais sin déanta i gcomhthéacs na hoibre ar chur i bhfeidhm Straitéis 20-Bliain don Ghaeilge, agus go bhfuil tús curtha le hobair phleanála do oideachas trí mheán na Gaeilge lasmuigh den Ghaeltacht chun tacú le cur i bhfeidhm an Pholasaí don Oideachas Gaeltachta ag mo Roinn-se?","Tá sé fíor. Tá gealltanais sa Chlár Rialtais 2020–2025 Ár dTodhchaí Le Chéile maidir leis an nGaeilge sa chóras oideachais; rinneadh na gealltanais seo i gcomhthéacs na hoibre ar chur i bhfeidhm Straitéis 20-Bliain don Ghaeilge; agus, chun tacú le hobair mo Roinn-se ar chur i bhfeidhm an Pholasaí don Oideachas Gaeltachta, tá tús curtha le hobair phleanála do pholasaí oideachais trí mheán na Gaeilge lasmuigh den Ghaeltacht.",Tá gealltanais i gClár an Rialtais 2020 – 2025 Ár dTodhchaí Le Chéile maidir leis an Gaeilge sa chóras oideachais. Tá na gealltanais seo déanta i gcomhthéacs na hoibre ar chur i bhfeidhm Straitéis 20-Bliain an Rialtais don Ghaeilge. Chun cur leis an obair atá á dhéanamh ag mo Roinn-se maidir le cur i bhfeidhm an Pholasaí don Oideachas Gaeltachta tá tús curtha le hobair phleanála do pholasaí don oideachas trí mheán na Gaeilge lasmuigh den Ghaeltacht chomh maith.
32514b6d-gpt-5-mini-Oireachtas-3,gpt-5-mini,Oireachtas,"An bhfuil sé fíor go ndearna an fhoireann leithscéal le haon duine nárbh éirigh leo clárú nó ainmniúchán a dhéanamh go huile is go hiomlán trí Ghaeilge ar an tairseach ar líne, agus an bhfuil an próiseas clárúcháin/ainmniúcháin trí Ghaeilge ar fáil anois do chách? Freagair go soiléir agus go gairid.","Tá. Ghabh an fhoireann leithscéal le haon duine a bhí ag iarraidh clárú trí mheán na Gaeilge ar an tairseach ar líne nach raibh in ann clárú nó ainmniúchán a dhéanamh go huile is go hiomlán trí Ghaeilge go dtí seo. Mar a léirigh an fhoireann, tá an rogha sin agus an próiseas clárúcháin/ainmniúcháin trí Ghaeilge ar fáil anois d’aon duine atá ag iarraidh an t-ainmniúchán a dhéanamh trí mheán na Gaeilge.","Ghabhamar leithscéal agus gabhaimid leithscéal le haon duine a bhí ag iarraidh clárú trí mheán na Gaeilge ar an tairseach ar líne nach raibh in ann clárú nó ainmniúchán a dhéanamh go huile is go hiomlán trí Ghaeilge go dtí seo. Mar a léirigh mé, tá sé sin agus an próiseas sin ar fáil anois d’aon duine atá ag iarraidh an t-ainmniúchán a dhéanamh trí mheán na Gaeilge."
13712b73-gpt-5-mini-Oireachtas-4,gpt-5-mini,Oireachtas,"An bhfuil sé fíor, de réir an téacs seo faoi mhagadh agus fonóid faoi mhuintir Chonamara i nGaillimh, go bhfuil an scéal sean, go dtarlaíonn sé do chuile dhuine a thagann go Baile Átha Cliath uaireanta, agus go dtuigeann muintir na cathrach tar éis tamaill go bhfuil muintir na tuaithe ag magadh futhu féin?",Tá. Sa téacs déantar tagairt don mhagadh agus don fhonóid faoi mhuintir Chonamara i nGaillimh; luaitear gur sean-scéal é; deirtear go dtarlaíonn sé sin do chuile dhuine a thagann go Baile Átha Cliath uaireanta; agus go dtuigeann muintir na cathrach (i nGaillimh nó i mBaile Átha Cliath) tar éis tamaill go bhfuil muintir na tuaithe ag magadh futhu féin. Luaitear freisin nach dtabharfaí an oiread sin aird air.,"Rinneadh tagairt don mhagadh agus don fhonóid a bhí dhá ndéanamh faoi mhuintir Chonamara i nGaillimh.  Is sean-scéal é sin.  Sin rud a thárlaíonn do chuile dhuine a thagann go Baile Átha Cliath uaireanta.  Tar éis tamaill, tuigeann muintir na cathrach, i nGaillimh nó i mBaile Átha Cliath, go bhfuil muintir na tuaithe ag magadh futhu féin.  Ní thabharfainn an oiread sin aird air."
353eb57e-gpt-5-mini-Oireachtas-5,gpt-5-mini,Oireachtas,"Léigh an téacs chomhthéacs: ""Freisin, cé nach bhfuil clár Rialtais nua aontaithe, tá caint ann faoi July stimulus nó rud éigin mar sin. Sílim, más rud é go bhfuil Rialtas nua ann, go mbeidh deiseanna ansin agus airgead ar fáil d'earnáil ar nós turasóireacht atá fíor-thábhachtach agus ina noibríonn a lán daoine - daoine óga agus daoine eile - go lán-aimseartha agus go páirt-aimseartha. Tá súil agam go mbeidh teacht amach as an task force sin go luath."" An bhfuil sé fíor, de réir an téacs, go bhfuil: (a) níl clár Rialtais nua aontaithe, (b) tá caint faoi spreagthas i mí Iúil (nó rud éigin mar sin), (c) tá an tuairim go mbeidh deiseanna agus airgead ar fáil don earnáil turasóireachta má bheidh Rialtas nua, agus (d) tá dóchas go dtiocfaidh torthaí ón task force go luath? Freagair go soiléir agus go gairid i nGaeilge.","Sea. De réir an téacs:
(a) Níl clár Rialtais nua aontaithe — luadh go soiléir nach bhfuil clár Rialtais nua aontaithe.
(b) Tá caint faoi spreagthas i mí Iúil nó rud éigin mar sin — tagairt don ""July stimulus"" nó rud chomhchosúil.
(c) Tá an tuairim go mbeidh deiseanna agus airgead ar fáil don earnáil turasóireachta más bhfuil Rialtas nua — chuir an urlabhraí in iúl go gceapann siad go mbeadh deiseanna agus maoiniú ar fáil d'earnáil ar nós turasóireachta más bhfuil Rialtas nua.
(d) Tá dóchas go dtiocfaidh torthaí ón task force go luath — dúirt an téacs go raibh súil acu go rachadh an task force i ngníomh go luath.","Freisin, cé nach bhfuil clár Rialtais nua aontaithe, tá caint ann faoi July stimulus nó rud éigin mar sin. Sílim, más rud é go bhfuil Rialtas nua ann, go mbeidh deiseanna ansin agus airgead ar fáil d'earnáil ar nós turasóireacht atá fíor-thábhachtach agus ina noibríonn a lán daoine - daoine óga agus daoine eile - go lán-aimseartha agus go páirt-aimseartha. Tá súil agam go mbeidh teacht amach as an task force sin go luath."
8c23601a-gpt-5-mini-Oireachtas-6,gpt-5-mini,Oireachtas,"An bhfuil sé fíor ón téacs go mbaineann an leasú seo agus Uimhir a 21 leis an ábhar céanna, agus go mbainfeadh an tAcht um Shaoráil Faisnéise, 1997, agus an tAcht Ombudsman, 1980 le gnó an údaráis? Freagair bunaithe ar an téacs.","Tá. Deir an téacs go bhfuil an leasú seo agus Uimhir a 21 ar an ábhar céanna. Luaitear sa téacs go mbainfeadh an tAcht um Shaoráil Faisnéise, 1997, agus an tAcht Ombudsman, 1980 le gnó an údaráis. Luaitear freisin go dúirt an tAire Stáit ag an gCéim dheiridh nach raibh aon rud aige i gcoinne na leasuithe seo ach go raibh slí níos fearr ann chun iad a chur i gcrích, agus go smaoineodh sé ar an ábhar idir an dá linn.","Tá an leasú seo agus uimhir a 21 ar an ábhar céanna. Go mbainfeadh an tAcht um Shaoráil Faisnéise, 1997, agus an tAcht Ombudsman, 1980, le gnó an údaráis. Dúirt an tAire Stáit ag an gCéim dheiridh nach raibh aon rud aige i gcoinne na leasuithe seo ach go raibh slí níos fearr ann chun é a chur i gcrích. Dúirt sé go smaoineodh sé ar an ábhar idir an dá linn agus ba mhaith liom a chlos uaidh cad é a thuairim anois."
4c8ec111-gpt-5-mini-Oireachtas-7,gpt-5-mini,Oireachtas,"Mínigh, ag baint úsáide den téacs seo, cad iad na fíricí atá le sonrú faoi na constaicí a chuir bac ar Ghaeilgeoirí páirt a ghlacadh sa phróiseas maidir le dréachtphlean forbartha na cathrach, agus cad a dúradh faoi na finnéithe.","Téann an téacs i mbun na bhfíricí seo: bhí an plé faoi bheartas dréachtphlean forbartha na cathrach; ní raibh sé go hiomlán éasca do dhaoine a bhí ag iarraidh achainíocha a dhéanamh ar an bpróiseas sin; ní raibh na saincheisteanna ar fáil as Gaeilge; ní raibh an méid a dúirt an príomhfheidhmeannach i dtuairisc an chéad dhréacht ar fáil as Gaeilge ach oiread; rinne an easpa ábhar as Gaeilge deacracht do Ghaeilgeoirí a bheith mar chuid den phróiseas; agus, dar le téacs, tá jab mór le déanamh ag na finnéithe.","Chomh maith leis sin, toisc go bhfuilimid ag caint faoin bpróiseas maidir le dréachtphlean forbartha na cathrach, ní raibh sé go hiomlán éasca dóibh siúd a bhí ag iarraidh achainíocha a dhéanamh ar an bpróiseas sin mar ní raibh na saincheisteanna ar fáil as Gaeilge ná an méid a bhí an príomhfheidhmeannach tar éis a rá maidir leis an tuarascáil a rinne sé ar an gcéad dhréacht den phlean. Ní raibh sé sin ar fáil as Gaeilge ach oiread. Rinne sé sin deacair do Ghaeilgeoirí a bheith mar chuid den phróiseas. Tá jab mór le déanamh ag na finnéithe."
40d99f1d-gpt-5-mini-Oireachtas-8,gpt-5-mini,Oireachtas,"An fíor é go raibh práinn leis an mBille mar go raibh tionóntaí agus gnóthaí beaga faighte ag muintir an Cheathrú Rua don suíomh seo, agus go bhfuair siad go tobann litir ón údarás ag rá go raibh iniúchadh dlí á dhéanamh nach raibh siad ag súil leis, rud a chuir comhlachtaí i mbaol agus a d’fhéadfadh fostaíocht a chailleadh? Luaigh na sonraí ón téacs.","Sea. Ón téacs:
- Is í an phráinn leis an mBille ná gur bhain muintir an Cheathrú Rua tionóntaí agus gnóthaí beaga don suíomh seo.
- Bhí sé intuigthe go mbeadh an chumhacht acu léasanna a chur ar fáil dóibh siúd atá i gceist.
- Go tobann, fuaireadar litir ón údarás ag rá go raibh iniúchadh dlí á dhéanamh; ní rabhar ag súil leis an litir sin.
- Deir an téacs go mbeidh na comhlachtaí i mbaol agus go mbeidh fostaíocht caillte.
- Luaitear nach féidir fanacht go dtí go mbeidh an díospóireacht leathan faoin straitéis críochnaithe.
- D'fhreastal an údar ar chruinnithe sa Ghaeltacht agus é ag cabhrú le gné eile den ábhar.","Is í an phráinn atá ag baint leis an mBille ná go bhfuil tionóntaí agus gnóthaí beaga faighte ag muintir an Cheathrú Rua don suíomh seo.  Bhí sé intuigthe go mbeadh an chumhacht acu léasanna a chur ar fáil dóibh siúd ata i gceist.  Go tobann, fuaireadar litir ón údarás ag rá go raibh iniúchadh á dhéanamh ó thaobh an dlí de.  Ní rabhadar ag súil leis an litir sin.  Beidh na comhlachtaí i mbaol agus beidh an fhostaíocht caillte.  Ní féidir linn fanacht go dtí go mbeidh an díospóireacht leathan faoin straitéis críochnaithe.  D'fhreastal mé ar na cruinnithe sa Ghaeltacht nuair a bhí mé ag cabhrú le gné eile den ábhar seo."
5981515d-gpt-5-mini-Oireachtas-9,gpt-5-mini,Oireachtas,"Mínigh, bunaithe ar an téacs seo, cén fáth a chuireann an t-údar an milleán ar lucht Radio Éireann as nach mbíonn páistí scoile ag úsáid an Raidió níos mó, agus cén réiteach a mholann sé/sí.","De réir an téacs, cuireann an t-údar an milleán ar lucht Radio Éireann toisc nach gcuirtear cláracha oiriúnacha ar siúl do pháistí scoile. Dá mhinic: ní shíleann sé go bhfuil cláracha fóirstineacha ann do pháistí scoile, agus measann sé gur cheart cláracha do scoláirí faoi 12 bliain d'aois a shimpliú agus a leathnú. Mar gheall ar easpa clár oiriúnach, ní bhíonn na páistí ag úsáid an Raidió níos mó — ní ar na páistí atá an locht, ach ar Radio Éireann. Mar réiteach mholann an t-údar cláracha a shimpliú agus a leathnú do pháistí faoi 12 bhliain d'aois ionas go ndéanfaidh siad níos mó úsáid den Raidió.","Rud eile, ní shílim go bhfuil cláracha fóirstineacha ann chomh fada is a bhaineas le páistí scoile ar chor ar bith.  Sílim féin gur cheart cláracha fá choinne scoláirí, páistí fé bhun 12 bhliain d'aois a shimpliú agus a leathnú. Sílim gur mór an trua nach bhfuil caoi ag na páistí níos mó úsáid a bhaint as an Radio.  Ní orthu atá an locht. Is ar lucht Radio Éireann atá an locht ná cuireann siad cláracha oiriúnacha ar siúl do na páistí."
4c034674-gpt-5-mini-Oireachtas-10,gpt-5-mini,Oireachtas,"Liostaigh na céimeanna praiticiúla a ba cheart do Ranna agus d'eagraíochtaí Stáit a ghlacadh maidir le scéim teanga, ag cur san áireamh an litir a fuair siad i 2007 agus an t-ordú ón Aire atá suite linn inniu.","1. Ullmhaigh scéim teanga mar a mhol an litir a fuair siad i 2007.
2. Aithin agus deimhnigh an t-ordú ón Aire a bhí ann ag an am agus atá suite linn inniu.
3. Freagair go folláin na ceisteanna: ""Cá bhfuil bhur scéim teanga?"" agus ""Cén uair a bhfuil sibh chun í a chur ar fáil?""
4. Sainaithin na seirbhísí Gaeilge atá ag teastáil ó phobal na Gaeilge sna ceantair éagsúla.
5. Cur i bhfeidhm na seirbhísí sin mar chuid den scéim teanga.","Sa bhliain 2007, fuair siad litir ag rá leo gur cheart dóibh scéim a ullmhú.  Fuair siad ordú ón Aire a bhí ann ag an am, atá suite linn inniu.  Shílfinn go mbeadh sé seo mar cheann de na bunrudaí a bheadh le déanamh ó thaobh na Ranna éagsúla agus na heagraíochtaí Stáit.  Ba cheart go n-iarrfaí orthu ""cá bhfuil bhur scéim teanga?"" agus ""cén uair a bhfuil sibh chun é a chur ar fáil?"".  Baineann sé seo leis na seirbhísí atá pobal na Gaeilge ag lorg sna ceantair éagsúla."
8958dc1c-gpt-5-mini-Oireachtas-11,gpt-5-mini,Oireachtas,"Liostaigh na céimeanna ama agus na fíricí atá le sonrú sa téacs ó Údarás na Gaeltachta maidir le réamhphleanáil, iarratas ar chead pleanála, tús oibre athchóirithe, earcaíocht foirne agus sprioc Chéim 1.","1. Tá réamhphleanáil le cur i bhfeidhm an togra ar siúl faoi láthair ag Údarás na Gaeltachta.
2. Táthar ag súil go mbeidh iarratas ar chead pleanála réidh go luath d’athchóiriú na monarchan don ghnó.
3. Má fhaightear an cead pleanála, meastar go dtosófar ar an obair athchóirithe laistigh de thrí mhí ón dáta sin.
4. Meastar go gcuirfear tús le hearcaíocht foirne don ghnó roimh dheireadh na bliana seo.
5. Is é sprioc do Chéim 1 den tionscnamh ná 145 dhuine.",Tuigim ó Údarás na Gaeltachta go bhfuil an réamhphleanáil do chur i bhfeidhm an togra seo ar siúl faoi láthair; go bhfuiltear ag súil go mbeidh iarratas ar chead pleanála reidh go luath d'athchóiriú na monarchan don ghnó agus go dtosófar ar an obair athchóirithe sin laistigh de thrí mhí ach an cead pleanála a bheith ar fáil; agus go meastar go gcuirfear tús le hearcaíocht foirne don ghnó roimh dheireadh na bliana.  Is é an sprioc do Chéim 1 den tionscnamh ná 145 dhuine.
11affcc5-gpt-5-mini-Oireachtas-12,gpt-5-mini,Oireachtas,"Liostaigh na céimeanna atá luaite sa téacs a d'fhéadfaí iad a dhéanamh i dtimpeallachtaí scoile ina mbíonn gá ollmhór, chun a gcuid eolais ghairmiúil agus saineolais a phleanáil, a chomhroinnt agus a chomhoibriú ionas tacaíocht níos éifeachtaí a thabhairt do líon níos airde daltaí.","1. Oibriú le chéile mar fhoireann.
2. Pleanáil a gcuid eolais ghairmiúil agus saineolais.
3. A chomhroinnt idir baill foirne.
4. Comhoibriú chun gníomhartha comhordaithe a chur i bhfeidhm.
5. Díriú ar sholáthar tacaíochta níos éifeachtaí.
6. Cur i bhfeidhm sna timpeallachtaí scoile sin chun freastal ar líon níos airde daltaí, go háirithe i gcásanna ina mbíonn gá ollmhór.","Beidh siad in ann a bheith ag obair le chéile chun a gcuid eolais ghairmiúil agus saineolas a phleanáil, a chomhroinnt agus a chomhoibriú ionas gur féidir tacaíocht níos éifeachtúla a thabhairt do líon níos airde daltaí i dtimpeallachtaí scoile, mar ar minic a bhíonn gá ollmhór ann."
72ecbc45-gpt-5-mini-Oireachtas-13,gpt-5-mini,Oireachtas,Ón téacs seo: 'Cuirim fáilte roimh na finnéithe... Chuir lucht an údaráis an méid seo le chéile nuair a chas muid leo le déanaí.' An bhfuil na ráitis seo fíor? Freagair le 'Tá' nó 'Níl' do na míreanna thíos agus tabhair míniú ghearr i nGaeilge: 1) Go bhfuil an Uasal Ó hÉanaigh ceaptha mar phríomhfheidhmeannach ar Údarás na Gaeltachta agus gur chuir an cainteoir comhghairdeas air. 2) Go léiríonn an Uasal Ó hÉanaigh tacaíocht do mhuintir Iorras Aithneach. 3) Go bhfuil an fhoireann ón Údarás i láthair agus gur chuir siad polasaithe le chéile. 4) Go raibh treo polasaí an údaráis mearbhall le cúpla bliain de bharr chúrsaí airgeadais.,"1) Tá — Déanann an téacs comhghairdeas leis an Uasal Ó hÉanaigh as a cheapachán mar phríomhfheidhmeannach ar Údarás na Gaeltachta. 2) Tá — Luaitear gur léirigh an Uasal Ó hÉanaigh an-teacht aniar ar mhuintir Iorras Aithneach agus tugtar 'bail ó Dhia air', rud a léiríonn tacaíocht/ardmheas. 3) Tá — Cuirtear fáilte roimh an fhoireann ar fad atá i láthair agus deirtear gur chuir lucht an údaráis an méid seo le chéile. 4) Tá — Deir an téacs nach bhféadfadh sé a bheith soiléir cén treo polasaí a bhí ann le cúpla bliain, go háirithe mar gheall ar chásanna airgeadais agus go raibh an t-údarás ag 'snámh in aghaidh easa'.","Cuirim fáilte roimh na finnéithe. Tréaslaím leis an Uasal Ó hÉanaigh as a cheapachán mar phríomhfheidhmeannach ar Údarás na Gaeltachta. Bhí sé ráite ariamh go raibh an-teacht aniar ar mhuintir Iorras Aithneach. Tá sé sin léirithe ag an Uasal Ó hÉanaigh, agus bail ó Dhia air. Cuirim fáilte roimh an fhoireann ar fad atá i láthair. Is breá an rud é an fhís don údarás a fheiceáil. Le cúpla bliain anuas, b'fhéidir nach raibh sé chomh soiléir dúinn cén treo a bhí i gceist ag an údarás ó thaobh polasaí de, is dócha de bharr go raibh an t-údarás ag snámh in aghaidh easa i gcomhthéacs cúrsaí airgeadais, srl. B'fhéidir go raibh an t-údarás ag iarraidh an cloigeann a choinneáil ar barr uisce. Is breá é go bhfuil polasaithe an údaráis tarraingthe le chéile sa chur i láthair. Chuir lucht an údaráis an méid seo le chéile nuair a chas muid leo le déanaí."
125bf72c-gpt-5-mini-Oireachtas-14,gpt-5-mini,Oireachtas,"An bhfuil sé fíor, dar le freagra an Aire Gnóthaí Pobail, Tuaithe agus Gaeltachta ar cheist ó Deputy Michael D. Higgins, go bhfuil 70 scéim teanga a chlúdaíonn 128 comhlacht poiblí daingnithe agus foilsithe faoi Acht na dTeangacha Oifigiúla 2003, agus go bhfuil fógra curtha chuig os cionn 50 gcomhlacht poiblí eile ag iarraidh orthu dréacht-scéim a sheoladh?","Tá. Tá 70 scéim teanga daingnithe agus foilsithe faoi Acht na dTeangacha Oifigiúla 2003 a chlúdaíonn 128 comhlacht poiblí. Tá na scéimeanna ar fáil ar shuíomh idirlín an Choimisinéara Teanga, www.coimisineir.ie. Chomh maith leis sin, tá fógra seolta chuig os cionn 50 gcomhlacht poiblí eile ag iarraidh orthu dréacht-scéim teanga a ullmhú agus a sheoladh le daingniú, agus tá oifigigh ón Roinn ag plé leis na comhlachtaí sin faoi láthair.","85
               D’fhiafraigh 
              Deputy Michael D. Higgins
               den 
              Aire Gnóthaí Pobail, Tuaithe agus Gaeltachta
               an mó scéim teanga atá aontaithe anois faoi Acht na dTeangacha Oifigiúla 2003; agus an ndéanfaidh sé ráiteas ina thaobh. 
              [32619/07] Tá 70 scéim teanga a chlúdaíonn 128 comhlacht poiblí daingnithe agam anois agus foilsithe. Ta na scéimeanna seo uile ar fáil ar shuíomh idirlín an Choimisinéara Teanga, www.coimisineir.ie.  Sa bhreis ar sin, tá fógra seolta agam chuig os cionn 50 gcomhlacht poiblí eile ag iarraidh orthu dréacht-scéim teanga a ullmhú agus a sheoladh chugam le daingniú.  Tá oifigigh mo Roinne ag plé leis na comhlachtaí sin faoi láthair."
4aee1452-gpt-5-mini-Oireachtas-15,gpt-5-mini,Oireachtas,"An bhfuil sé fíor, de réir an téacs seo, go bhfuil an Bhille ina scannal do 'chosmhuintir na tíre' agus go dtugann sé buntáiste do dhaoine saibhre toisc go n-íocann siad ach 20% ar Cháin Brabúis Chaipitil ar bhrabúis ó dhíol talún (m.sh. acra ar luach £10,000 a dhíoltar ar thart ar £1,000,000), i gcomparáid le go leor daoine a íocann 42%?","De réir an téacs: tá. Míníonn an t-údar gur scannal é an Bhille do chosmhuintir na tíre agus gur maith é do dhaoine saibhre mar gheall ar na pointí seo: 1) Tugtar an sampla go bhféadfadh acra talmhaíochta ar luach £10,000 ar imeall Átha Cliath a bheith díolta do lucht tógála ar thart ar £1,000,000. 2) Ar an mbreisí sin íoctar ach 20% ar Cháin Brabúis Chaipitil (Capital Gains Tax). 3) I gcomparáid, tá go leor daoine ag íoc 42% (cáin ioncaim), agus mar sin ceapann an t-údar nach bhfuil sé intuigthe go bhfuil an Rialtas ag íoslódáil cánach sa tslí sin. 4) Deir an téacs freisin go bhfuil an chuma chéanna ar an 'Savings Scheme'—is iad daoine le níos mó airgid is féidir an t-ábhar is mó brabúis a bhaint. Dá réir sin, de réir an téacs, tá an Bhille ar son na ndaoine is saibhre.","Níl mórán ama agamsa ach is féidir liom a rá gur scannal atá sa Bhille seo do chosmhuintir na tíre. Is maith an rud é do na daoine saibhre, mar go bhfanann an leibhéil ath-chreasú i talún mar atá sé nó níos measa. Má tá acra talmhaíochta ar luach £10,000 ag duine ar imeall chathair Átha Cliath is féidir é a dhíol ar thart ar £1,000,000 le lucht tógála. Níl le h-íoc ansin agat ach 20% ar Capital Gains Tax. I gcomparáid lena lán daoine atá ag íoc 42% níl a fhios agam conas is féidir leis an Rialtas a rá go bhfuil siad i bhfábhar ísliú cánach sa tslí sin. Is é an cáin íseal atá ag na daoine is saibhre sa tír agus má tá scaranna ag duine níl le h-íoc ag duine ach 20% cánach ar Capital Gains Tax ach oiread. Dá bharr sin is iad na daoine a bhfuil airgead acu atá i bhfábhar na Bille seo don chuid is mó. Tá an cuma céanna ar an gcóras coigealtais, Savings Scheme, chomh maith. Is iad na daoine ag a bhfuil níos mó airgid gur féidir an méid is mó brabúis a thuilleamh."
74521331-gpt-5-mini-Oireachtas-16,gpt-5-mini,Oireachtas,An bhfuil sé fíor go bhfuil an dream atá ag soláthar seirbhísí nuachta i nGaeilge in RTÉ ar an bpá céanna leis an dream a dhéanann an rud céanna i mBéarla? (Tugtar an cheist seo mar cheist mhór deiridh sa chomhthéacs; deir an téacs go mba cheart í a bheith curtha ar dtús.),Ón téacs: tá ceist mhór deiridh ag an duine agus dar leis/díthi sí go mba cheart í a bheith curtha ar dtús. Tugann an téacs le fios go bhfuil an cheist faoi chomhriachtanas pá idir an dream a sholáthraíonn seirbhísí nuachta i nGaeilge in RTÉ agus an dream a dhéanann seirbhísí nuachta i mBéarla. Níl san téacs aon eolas faoi fhreagra an cheist — ní deir sé an bhfuil an pá cothrom nó nach bhfuil.,"Díreach mar cheist scoir, tá ceist mhór agam. Ba cheart í a bheith curtha ar dtús. An bhfuil an dream atá ag soláthar seirbhísí nuachta i nGaeilge nó pé rud é in RTÉ ar an bpá céanna leis an dream a dhéanann an rud céanna i mBéarla?"
